uid,site_id,class_code,taxon_rank,utm_zone,nlcd_class,elevation,growth_form,plant_status,stem_diameter,tree_height,max_crown_diameter,ninety_crown_ciameter,canopy_position,rgb_path,hsi_path,las_path,chm_path,xmin,ymin,xmax,ymax,width,height,class_id,scientific_name,common_name
MLBS01099,MLBS,ACRU,species,17N,deciduousForest,1174.15,multi-bole tree,Live,35.4,21.0,,,,data/train/RemoteSensing/RGB/MLBS_32.tif,data/train/RemoteSensing/HSI/MLBS_32.tif,data/train/RemoteSensing/LAS/MLBS_32.las,data/train/RemoteSensing/CHM/MLBS_32.tif,93.0,116.0,161.0,176.0,200,200,2.0,Acer rubrum L.,
MLBS01119,MLBS,ACRU,species,17N,deciduousForest,1174.15,single bole tree,Live,31.8,20.7,,,,data/train/RemoteSensing/RGB/MLBS_33.tif,data/train/RemoteSensing/HSI/MLBS_33.tif,data/train/RemoteSensing/LAS/MLBS_33.las,data/train/RemoteSensing/CHM/MLBS_33.tif,2.0,58.0,69.0,126.0,200,200,2.0,Acer rubrum L.,
MLBS00853,MLBS,ACRU,species,17N,deciduousForest,1172.84,multi-bole tree,Live,22.6,17.4,,,,data/train/RemoteSensing/RGB/MLBS_36.tif,data/train/RemoteSensing/HSI/MLBS_36.tif,data/train/RemoteSensing/LAS/MLBS_36.las,data/train/RemoteSensing/CHM/MLBS_36.tif,162.0,141.0,200.0,196.0,200,200,2.0,Acer rubrum L.,
MLBS00641,MLBS,ACRU,species,17N,deciduousForest,1170.24,single bole tree,Live,26.8,20.2,,,,data/train/RemoteSensing/RGB/MLBS_40.tif,data/train/RemoteSensing/HSI/MLBS_40.tif,data/train/RemoteSensing/LAS/MLBS_40.las,data/train/RemoteSensing/CHM/MLBS_40.tif,75.0,150.0,118.0,195.0,200,200,2.0,Acer rubrum L.,
MLBS00752,MLBS,ACRU,species,17N,deciduousForest,1173.13,single bole tree,Standing dead,23.5,16.1,,,,data/train/RemoteSensing/RGB/MLBS_6.tif,data/train/RemoteSensing/HSI/MLBS_6.tif,data/train/RemoteSensing/LAS/MLBS_6.las,data/train/RemoteSensing/CHM/MLBS_6.tif,131.0,31.0,158.0,82.0,200,200,2.0,Acer rubrum L.,
MLBS01115,MLBS,ACRU,species,17N,deciduousForest,1174.15,single bole tree,Live,17.0,13.9,,,,data/train/RemoteSensing/RGB/MLBS_33.tif,data/train/RemoteSensing/HSI/MLBS_33.tif,data/train/RemoteSensing/LAS/MLBS_33.las,data/train/RemoteSensing/CHM/MLBS_33.tif,66.0,40.0,133.0,109.0,200,200,2.0,Acer rubrum L.,
MLBS01399B,MLBS,ACRU,species,17N,deciduousForest,1173.32,multi-bole tree,Live,11.8,17.9,,,,data/train/RemoteSensing/RGB/MLBS_43.tif,data/train/RemoteSensing/HSI/MLBS_43.tif,data/train/RemoteSensing/LAS/MLBS_43.las,data/train/RemoteSensing/CHM/MLBS_43.tif,53.0,91.0,113.0,141.0,200,200,2.0,Acer rubrum L.,
MLBS01389A,MLBS,ACRU,species,17N,deciduousForest,1173.32,multi-bole tree,Standing dead,10.2,10.7,,,,data/train/RemoteSensing/RGB/MLBS_43.tif,data/train/RemoteSensing/HSI/MLBS_43.tif,data/train/RemoteSensing/LAS/MLBS_43.las,data/train/RemoteSensing/CHM/MLBS_43.tif,43.0,34.0,69.0,70.0,200,200,2.0,Acer rubrum L.,
MLBS01398,MLBS,ACRU,species,17N,deciduousForest,1173.32,multi-bole tree,Standing dead,24.2,16.4,,,,data/train/RemoteSensing/RGB/MLBS_43.tif,data/train/RemoteSensing/HSI/MLBS_43.tif,data/train/RemoteSensing/LAS/MLBS_43.las,data/train/RemoteSensing/CHM/MLBS_43.tif,24.0,144.0,89.0,190.0,200,200,2.0,Acer rubrum L.,
MLBS01378,MLBS,ACRU,species,17N,deciduousForest,1173.32,multi-bole tree,Live,42.0,20.5,,,,data/train/RemoteSensing/RGB/MLBS_43.tif,data/train/RemoteSensing/HSI/MLBS_43.tif,data/train/RemoteSensing/LAS/MLBS_43.las,data/train/RemoteSensing/CHM/MLBS_43.tif,109.0,46.0,163.0,112.0,200,200,2.0,Acer rubrum L.,
MLBS01397A,MLBS,ACRU,species,17N,deciduousForest,1173.32,multi-bole tree,Live,28.5,18.4,,,,data/train/RemoteSensing/RGB/MLBS_43.tif,data/train/RemoteSensing/HSI/MLBS_43.tif,data/train/RemoteSensing/LAS/MLBS_43.las,data/train/RemoteSensing/CHM/MLBS_43.tif,21.0,182.0,78.0,200.0,200,200,2.0,Acer rubrum L.,
MLBS01374,MLBS,ACRU,species,17N,deciduousForest,1173.32,multi-bole tree,Live,33.5,19.7,,,,data/train/RemoteSensing/RGB/MLBS_43.tif,data/train/RemoteSensing/HSI/MLBS_43.tif,data/train/RemoteSensing/LAS/MLBS_43.las,data/train/RemoteSensing/CHM/MLBS_43.tif,166.0,38.0,200.0,82.0,200,200,2.0,Acer rubrum L.,
MLBS01282,MLBS,ACRU,species,17N,deciduousForest,1171.54,single bole tree,Live,26.2,15.1,,,,data/train/RemoteSensing/RGB/MLBS_41.tif,data/train/RemoteSensing/HSI/MLBS_41.tif,data/train/RemoteSensing/LAS/MLBS_41.las,data/train/RemoteSensing/CHM/MLBS_41.tif,71.0,120.0,166.0,199.0,200,200,2.0,Acer rubrum L.,
MLBS01326,MLBS,ACRU,species,17N,deciduousForest,1169.25,single bole tree,Live,23.3,10.6,,,,data/train/RemoteSensing/RGB/MLBS_45.tif,data/train/RemoteSensing/HSI/MLBS_45.tif,data/train/RemoteSensing/LAS/MLBS_45.las,data/train/RemoteSensing/CHM/MLBS_45.tif,30.0,0.0,100.0,45.0,200,200,2.0,Acer rubrum L.,
MLBS01351A,MLBS,ACRU,species,17N,deciduousForest,1173.32,multi-bole tree,Live,20.1,18.5,,,,data/train/RemoteSensing/RGB/MLBS_44.tif,data/train/RemoteSensing/HSI/MLBS_44.tif,data/train/RemoteSensing/LAS/MLBS_44.las,data/train/RemoteSensing/CHM/MLBS_44.tif,0.0,108.0,53.0,166.0,200,200,2.0,Acer rubrum L.,
MLBS01350,MLBS,ACRU,species,17N,deciduousForest,1173.32,multi-bole tree,Live,25.2,17.9,,,,data/train/RemoteSensing/RGB/MLBS_43.tif,data/train/RemoteSensing/HSI/MLBS_43.tif,data/train/RemoteSensing/LAS/MLBS_43.las,data/train/RemoteSensing/CHM/MLBS_43.tif,164.0,131.0,200.0,181.0,200,200,2.0,Acer rubrum L.,
MLBS01222,MLBS,ACRU,species,17N,deciduousForest,1167.78,multi-bole tree,Live,33.4,21.1,,,,data/train/RemoteSensing/RGB/MLBS_37.tif,data/train/RemoteSensing/HSI/MLBS_37.tif,data/train/RemoteSensing/LAS/MLBS_37.las,data/train/RemoteSensing/CHM/MLBS_37.tif,15.0,0.0,94.0,41.0,200,200,2.0,Acer rubrum L.,
MLBS01172,MLBS,ACRU,species,17N,deciduousForest,1167.78,single bole tree,Live,38.5,16.9,,,,data/train/RemoteSensing/RGB/MLBS_38.tif,data/train/RemoteSensing/HSI/MLBS_38.tif,data/train/RemoteSensing/LAS/MLBS_38.las,data/train/RemoteSensing/CHM/MLBS_38.tif,93.0,63.0,170.0,129.0,200,200,2.0,Acer rubrum L.,
MLBS01297,MLBS,ACRU,species,17N,deciduousForest,1169.25,single bole tree,Live,14.5,13.1,,,,data/train/RemoteSensing/RGB/MLBS_46.tif,data/train/RemoteSensing/HSI/MLBS_46.tif,data/train/RemoteSensing/LAS/MLBS_46.las,data/train/RemoteSensing/CHM/MLBS_46.tif,122.0,129.0,156.0,166.0,200,200,2.0,Acer rubrum L.,
MLBS01268,MLBS,ACRU,species,17N,deciduousForest,1171.54,single bole tree,Live,26.5,17.8,,,,data/train/RemoteSensing/RGB/MLBS_41.tif,data/train/RemoteSensing/HSI/MLBS_41.tif,data/train/RemoteSensing/LAS/MLBS_41.las,data/train/RemoteSensing/CHM/MLBS_41.tif,72.0,15.0,130.0,82.0,200,200,2.0,Acer rubrum L.,
MLBS01147,MLBS,ACRU,species,17N,deciduousForest,1167.78,single bole tree,Live,15.3,15.2,,,,data/train/RemoteSensing/RGB/MLBS_38.tif,data/train/RemoteSensing/HSI/MLBS_38.tif,data/train/RemoteSensing/LAS/MLBS_38.las,data/train/RemoteSensing/CHM/MLBS_38.tif,32.0,20.0,94.0,79.0,200,200,2.0,Acer rubrum L.,
MLBS01271,MLBS,ACRU,species,17N,deciduousForest,1171.54,single bole tree,Live,22.4,7.9,,,,data/train/RemoteSensing/RGB/MLBS_41.tif,data/train/RemoteSensing/HSI/MLBS_41.tif,data/train/RemoteSensing/LAS/MLBS_41.las,data/train/RemoteSensing/CHM/MLBS_41.tif,20.0,2.0,52.0,15.0,200,200,2.0,Acer rubrum L.,
MLBS01250,MLBS,ACRU,species,17N,deciduousForest,1166.12,single bole tree,Live,19.9,15.6,,,,data/train/RemoteSensing/RGB/MLBS_42.tif,data/train/RemoteSensing/HSI/MLBS_42.tif,data/train/RemoteSensing/LAS/MLBS_42.las,data/train/RemoteSensing/CHM/MLBS_42.tif,180.0,22.0,200.0,85.0,200,200,2.0,Acer rubrum L.,
MLBS01160,MLBS,ACRU,species,17N,deciduousForest,1167.78,multi-bole tree,Live,21.9,16.9,,,,data/train/RemoteSensing/RGB/MLBS_38.tif,data/train/RemoteSensing/HSI/MLBS_38.tif,data/train/RemoteSensing/LAS/MLBS_38.las,data/train/RemoteSensing/CHM/MLBS_38.tif,27.0,122.0,68.0,166.0,200,200,2.0,Acer rubrum L.,
MLBS01260A,MLBS,ACRU,species,17N,deciduousForest,1166.12,multi-bole tree,Live,24.2,17.6,,,,data/train/RemoteSensing/RGB/MLBS_42.tif,data/train/RemoteSensing/HSI/MLBS_42.tif,data/train/RemoteSensing/LAS/MLBS_42.las,data/train/RemoteSensing/CHM/MLBS_42.tif,88.0,167.0,184.0,200.0,200,200,2.0,Acer rubrum L.,
MLBS01223,MLBS,ACRU,species,17N,deciduousForest,1167.78,multi-bole tree,Live,19.8,17.0,,,,data/train/RemoteSensing/RGB/MLBS_37.tif,data/train/RemoteSensing/HSI/MLBS_37.tif,data/train/RemoteSensing/LAS/MLBS_37.las,data/train/RemoteSensing/CHM/MLBS_37.tif,56.0,53.0,99.0,82.0,200,200,2.0,Acer rubrum L.,
MLBS01226,MLBS,ACRU,species,17N,deciduousForest,1166.12,single bole tree,Live,12.8,13.0,,,,data/train/RemoteSensing/RGB/MLBS_42.tif,data/train/RemoteSensing/HSI/MLBS_42.tif,data/train/RemoteSensing/LAS/MLBS_42.las,data/train/RemoteSensing/CHM/MLBS_42.tif,2.0,153.0,69.0,200.0,200,200,2.0,Acer rubrum L.,
MLBS01258,MLBS,ACRU,species,17N,deciduousForest,1166.12,single bole tree,Live,45.1,18.9,,,,data/train/RemoteSensing/RGB/MLBS_42.tif,data/train/RemoteSensing/HSI/MLBS_42.tif,data/train/RemoteSensing/LAS/MLBS_42.las,data/train/RemoteSensing/CHM/MLBS_42.tif,146.0,70.0,200.0,179.0,200,200,2.0,Acer rubrum L.,
MLBS01252,MLBS,ACRU,species,17N,deciduousForest,1166.12,single bole tree,Live,35.6,15.6,,,,data/train/RemoteSensing/RGB/MLBS_42.tif,data/train/RemoteSensing/HSI/MLBS_42.tif,data/train/RemoteSensing/LAS/MLBS_42.las,data/train/RemoteSensing/CHM/MLBS_42.tif,126.0,4.0,200.0,67.0,200,200,2.0,Acer rubrum L.,
MLBS01208,MLBS,ACRU,species,17N,deciduousForest,1167.78,multi-bole tree,Live,24.9,18.5,,,,data/train/RemoteSensing/RGB/MLBS_37.tif,data/train/RemoteSensing/HSI/MLBS_37.tif,data/train/RemoteSensing/LAS/MLBS_37.las,data/train/RemoteSensing/CHM/MLBS_37.tif,130.0,102.0,199.0,160.0,200,200,2.0,Acer rubrum L.,
MLBS01362,MLBS,ACRU,species,17N,deciduousForest,1173.32,single bole tree,Live,33.5,17.4,,,,data/train/RemoteSensing/RGB/MLBS_44.tif,data/train/RemoteSensing/HSI/MLBS_44.tif,data/train/RemoteSensing/LAS/MLBS_44.las,data/train/RemoteSensing/CHM/MLBS_44.tif,72.0,82.0,121.0,124.0,200,200,2.0,Acer rubrum L.,
MLBS01370,MLBS,ACRU,species,17N,deciduousForest,1173.32,single bole tree,Live,22.1,16.3,,,,data/train/RemoteSensing/RGB/MLBS_43.tif,data/train/RemoteSensing/HSI/MLBS_43.tif,data/train/RemoteSensing/LAS/MLBS_43.las,data/train/RemoteSensing/CHM/MLBS_43.tif,188.0,72.0,200.0,124.0,200,200,2.0,Acer rubrum L.,
MLBS01363,MLBS,ACRU,species,17N,deciduousForest,1173.32,single bole tree,Live,52.8,18.5,,,,data/train/RemoteSensing/RGB/MLBS_44.tif,data/train/RemoteSensing/HSI/MLBS_44.tif,data/train/RemoteSensing/LAS/MLBS_44.las,data/train/RemoteSensing/CHM/MLBS_44.tif,86.0,27.0,165.0,111.0,200,200,2.0,Acer rubrum L.,
MLBS01256,MLBS,ACRU,species,17N,deciduousForest,1166.12,single bole tree,Live,16.2,15.5,,,,data/train/RemoteSensing/RGB/MLBS_42.tif,data/train/RemoteSensing/HSI/MLBS_42.tif,data/train/RemoteSensing/LAS/MLBS_42.las,data/train/RemoteSensing/CHM/MLBS_42.tif,132.0,62.0,171.0,137.0,200,200,2.0,Acer rubrum L.,
MLBS01267,MLBS,ACRU,species,17N,deciduousForest,1171.54,single bole tree,Live,42.9,20.0,,,,data/train/RemoteSensing/RGB/MLBS_41.tif,data/train/RemoteSensing/HSI/MLBS_41.tif,data/train/RemoteSensing/LAS/MLBS_41.las,data/train/RemoteSensing/CHM/MLBS_41.tif,119.0,10.0,181.0,87.0,200,200,2.0,Acer rubrum L.,
MLBS01330,MLBS,ACRU,species,17N,deciduousForest,1169.25,single bole tree,Live,29.9,16.7,,,,data/train/RemoteSensing/RGB/MLBS_6.tif,data/train/RemoteSensing/HSI/MLBS_6.tif,data/train/RemoteSensing/LAS/MLBS_6.las,data/train/RemoteSensing/CHM/MLBS_6.tif,119.0,0.0,200.0,27.0,200,200,2.0,Acer rubrum L.,
MLBS01291,MLBS,ACRU,species,17N,deciduousForest,1169.25,single bole tree,Live,30.1,17.7,,,,data/train/RemoteSensing/RGB/MLBS_46.tif,data/train/RemoteSensing/HSI/MLBS_46.tif,data/train/RemoteSensing/LAS/MLBS_46.las,data/train/RemoteSensing/CHM/MLBS_46.tif,173.0,72.0,196.0,136.0,200,200,2.0,Acer rubrum L.,
MLBS01344,MLBS,ACRU,species,17N,deciduousForest,1173.32,single bole tree,Live,22.6,16.8,,,,data/train/RemoteSensing/RGB/MLBS_44.tif,data/train/RemoteSensing/HSI/MLBS_44.tif,data/train/RemoteSensing/LAS/MLBS_44.las,data/train/RemoteSensing/CHM/MLBS_44.tif,0.0,37.0,44.0,68.0,200,200,2.0,Acer rubrum L.,
MLBS01269,MLBS,ACRU,species,17N,deciduousForest,1171.54,single bole tree,Live,34.3,20.8,,,,data/train/RemoteSensing/RGB/MLBS_41.tif,data/train/RemoteSensing/HSI/MLBS_41.tif,data/train/RemoteSensing/LAS/MLBS_41.las,data/train/RemoteSensing/CHM/MLBS_41.tif,19.0,15.0,76.0,80.0,200,200,2.0,Acer rubrum L.,
MLBS01202B,MLBS,ACRU,species,17N,deciduousForest,1167.74,multi-bole tree,Live,34.9,18.4,,,,data/train/RemoteSensing/RGB/MLBS_37.tif,data/train/RemoteSensing/HSI/MLBS_37.tif,data/train/RemoteSensing/LAS/MLBS_37.las,data/train/RemoteSensing/CHM/MLBS_37.tif,114.0,151.0,176.0,200.0,200,200,2.0,Acer rubrum L.,
MLBS00733B,MLBS,ACRU,species,17N,deciduousForest,1174.17,multi-bole tree,Live,38.5,20.0,,,,data/train/RemoteSensing/RGB/MLBS_6.tif,data/train/RemoteSensing/HSI/MLBS_6.tif,data/train/RemoteSensing/LAS/MLBS_6.las,data/train/RemoteSensing/CHM/MLBS_6.tif,65.0,126.0,121.0,179.0,200,200,2.0,Acer rubrum L.,
MLBS01568,MLBS,ACRU,species,17N,deciduousForest,1241.81,single bole tree,"Live, insect damaged",41.0,12.1,7.7,7.4,Full sun,data/train/RemoteSensing/RGB/MLBS_15.tif,data/train/RemoteSensing/HSI/MLBS_15.tif,data/train/RemoteSensing/LAS/MLBS_15.las,data/train/RemoteSensing/CHM/MLBS_15.tif,0.0,90.0,58.0,140.0,200,200,2.0,Acer rubrum L.,
MLBS01534A,MLBS,ACRU,species,17N,deciduousForest,1179.85,multi-bole tree,Standing dead,7.2,10.8,5.7,4.5,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_8.tif,data/train/RemoteSensing/HSI/MLBS_8.tif,data/train/RemoteSensing/LAS/MLBS_8.las,data/train/RemoteSensing/CHM/MLBS_8.tif,0.0,0.0,56.0,45.0,200,200,2.0,Acer rubrum L.,
MLBS01525,MLBS,ACRU,species,17N,deciduousForest,1179.85,single bole tree,Standing dead,14.3,12.2,4.0,3.5,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_8.tif,data/train/RemoteSensing/HSI/MLBS_8.tif,data/train/RemoteSensing/LAS/MLBS_8.las,data/train/RemoteSensing/CHM/MLBS_8.tif,148.0,61.0,182.0,121.0,200,200,2.0,Acer rubrum L.,
MLBS01546,MLBS,ACRU,species,17N,deciduousForest,1221.21,multi-bole tree,Live,22.4,12.6,10.3,8.2,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_9.tif,data/train/RemoteSensing/HSI/MLBS_9.tif,data/train/RemoteSensing/LAS/MLBS_9.las,data/train/RemoteSensing/CHM/MLBS_9.tif,118.0,133.0,196.0,195.0,200,200,2.0,Acer rubrum L.,
MLBS01704A,MLBS,ACRU,species,17N,deciduousForest,1267.66,multi-bole tree,Live,11.7,7.4,5.5,5.4,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,167.0,9.0,200.0,72.0,200,200,2.0,Acer rubrum L.,
MLBS01711,MLBS,ACRU,species,17N,deciduousForest,1267.66,single bole tree,Live,13.0,13.0,7.6,6.2,Partially shaded,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,117.0,4.0,164.0,23.0,200,200,2.0,Acer rubrum L.,
MLBS01642,MLBS,ACRU,species,17N,deciduousForest,1310.19,single bole tree,Live,12.5,7.9,8.7,5.7,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,30.0,126.0,54.0,176.0,200,200,2.0,Acer rubrum L.,
MLBS01661,MLBS,ACRU,species,17N,deciduousForest,1310.19,single bole tree,No longer qualifies,22.7,11.9,7.7,6.4,Partially shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,136.0,56.0,180.0,90.0,200,200,2.0,Acer rubrum L.,
MLBS01661,MLBS,ACRU,species,17N,deciduousForest,1310.19,single bole tree,Live,22.7,11.9,7.7,6.4,Partially shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,136.0,56.0,180.0,90.0,200,200,2.0,Acer rubrum L.,
MLBS01742,MLBS,ACRU,species,17N,deciduousForest,897.62,single bole tree,Live,16.9,17.4,8.8,8.2,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_10.tif,data/train/RemoteSensing/HSI/MLBS_10.tif,data/train/RemoteSensing/LAS/MLBS_10.las,data/train/RemoteSensing/CHM/MLBS_10.tif,169.0,82.0,195.0,167.0,200,200,2.0,Acer rubrum L.,
MLBS01822,MLBS,ACRU,species,17N,deciduousForest,813.35,single bole tree,Live,17.9,19.4,7.9,6.6,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_13.tif,data/train/RemoteSensing/HSI/MLBS_13.tif,data/train/RemoteSensing/LAS/MLBS_13.las,data/train/RemoteSensing/CHM/MLBS_13.tif,57.0,121.0,98.0,156.0,200,200,2.0,Acer rubrum L.,
MLBS01879,MLBS,ACRU,species,17N,deciduousForest,777.71,single bole tree,"Live, disease damaged",12.1,11.3,6.8,5.5,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_12.tif,data/train/RemoteSensing/HSI/MLBS_12.tif,data/train/RemoteSensing/LAS/MLBS_12.las,data/train/RemoteSensing/CHM/MLBS_12.tif,37.0,160.0,62.0,182.0,200,200,2.0,Acer rubrum L.,
MLBS02083A,MLBS,ACRU,species,17N,deciduousForest,1319.11,multi-bole tree,Live,15.3,8.9,5.3,4.3,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,9.0,61.0,75.0,131.0,200,200,2.0,Acer rubrum L.,
MLBS02082,MLBS,ACRU,species,17N,deciduousForest,1319.11,multi-bole tree,Live,13.4,9.0,4.0,3.7,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,69.0,151.0,99.0,183.0,200,200,2.0,Acer rubrum L.,
MLBS02114,MLBS,ACRU,species,17N,deciduousForest,1319.11,multi-bole tree,Live,11.1,7.0,5.1,4.3,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,89.0,0.0,131.0,43.0,200,200,2.0,Acer rubrum L.,
MLBS02043,MLBS,ACRU,species,17N,deciduousForest,1288.96,single bole tree,Live,10.3,7.5,3.9,3.3,Partially shaded,data/train/RemoteSensing/RGB/MLBS_17.tif,data/train/RemoteSensing/HSI/MLBS_17.tif,data/train/RemoteSensing/LAS/MLBS_17.las,data/train/RemoteSensing/CHM/MLBS_17.tif,138.0,132.0,189.0,195.0,200,200,2.0,Acer rubrum L.,
MLBS02100,MLBS,ACRU,species,17N,deciduousForest,1319.11,single bole tree,Live,14.4,7.4,5.2,3.3,Full sun,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,39.0,0.0,88.0,43.0,200,200,2.0,Acer rubrum L.,
MLBS01977A,MLBS,ACRU,species,17N,deciduousForest,1285.2,multi-bole tree,Live,6.0,7.7,7.4,7.1,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,93.0,21.0,147.0,64.0,200,200,2.0,Acer rubrum L.,
MLBS01959,MLBS,ACRU,species,17N,deciduousForest,1285.2,single bole tree,Live,18.2,11.9,7.1,6.8,Partially shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,27.0,21.0,64.0,65.0,200,200,2.0,Acer rubrum L.,
MLBS01996,MLBS,ACRU,species,17N,deciduousForest,1285.2,single bole tree,Live,13.2,10.2,7.8,5.6,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,125.0,92.0,156.0,130.0,200,200,2.0,Acer rubrum L.,
MLBS02031,MLBS,ACRU,species,17N,deciduousForest,1288.96,single bole tree,Live,16.7,10.7,5.2,4.7,Partially shaded,data/train/RemoteSensing/RGB/MLBS_17.tif,data/train/RemoteSensing/HSI/MLBS_17.tif,data/train/RemoteSensing/LAS/MLBS_17.las,data/train/RemoteSensing/CHM/MLBS_17.tif,125.0,3.0,193.0,60.0,200,200,2.0,Acer rubrum L.,
MLBS02006,MLBS,ACRU,species,17N,deciduousForest,1288.96,single bole tree,Live,17.8,10.2,5.9,4.1,Partially shaded,data/train/RemoteSensing/RGB/MLBS_17.tif,data/train/RemoteSensing/HSI/MLBS_17.tif,data/train/RemoteSensing/LAS/MLBS_17.las,data/train/RemoteSensing/CHM/MLBS_17.tif,47.0,85.0,106.0,127.0,200,200,2.0,Acer rubrum L.,
MLBS02081,MLBS,ACRU,species,17N,deciduousForest,1319.11,single bole tree,Live,11.4,8.2,3.4,3.1,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,41.0,151.0,74.0,188.0,200,200,2.0,Acer rubrum L.,
MLBS02178,MLBS,ACRU,species,17N,deciduousForest,978.65,single bole tree,Live,17.8,16.7,8.9,6.9,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_22.tif,data/train/RemoteSensing/HSI/MLBS_22.tif,data/train/RemoteSensing/LAS/MLBS_22.las,data/train/RemoteSensing/CHM/MLBS_22.tif,120.0,46.0,196.0,112.0,200,200,2.0,Acer rubrum L.,
MLBS02166,MLBS,ACRU,species,17N,deciduousForest,978.65,single bole tree,"Live, disease damaged",19.9,17.8,7.2,4.3,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_22.tif,data/train/RemoteSensing/HSI/MLBS_22.tif,data/train/RemoteSensing/LAS/MLBS_22.las,data/train/RemoteSensing/CHM/MLBS_22.tif,12.0,0.0,78.0,30.0,200,200,2.0,Acer rubrum L.,
MLBS02158,MLBS,ACRU,species,17N,deciduousForest,978.65,single bole tree,Live,33.9,24.1,5.2,5.0,Partially shaded,data/train/RemoteSensing/RGB/MLBS_22.tif,data/train/RemoteSensing/HSI/MLBS_22.tif,data/train/RemoteSensing/LAS/MLBS_22.las,data/train/RemoteSensing/CHM/MLBS_22.tif,44.0,142.0,110.0,198.0,200,200,2.0,Acer rubrum L.,
MLBS02281,MLBS,ACRU,species,17N,deciduousForest,819.79,single bole tree,Live,10.5,14.1,5.6,4.0,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_18.tif,data/train/RemoteSensing/HSI/MLBS_18.tif,data/train/RemoteSensing/LAS/MLBS_18.las,data/train/RemoteSensing/CHM/MLBS_18.tif,167.0,110.0,194.0,150.0,200,200,2.0,Acer rubrum L.,
MLBS02270,MLBS,ACRU,species,17N,deciduousForest,819.79,multi-bole tree,Live,23.8,17.5,10.6,6.1,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_18.tif,data/train/RemoteSensing/HSI/MLBS_18.tif,data/train/RemoteSensing/LAS/MLBS_18.las,data/train/RemoteSensing/CHM/MLBS_18.tif,147.0,7.0,197.0,98.0,200,200,2.0,Acer rubrum L.,
